
 num     #instances         #bytes  class name
1990:             1             24  java.util.logging.LoggingPermission
1991:             1             24  java.util.stream.Collectors$$Lambda$325/200224114
1992:             1             24  javax.el.ExpressionFactory$CacheKey
1993:             1             24  javax.el.Util$CacheKey
1994:             1             24  javax.websocket.CloseReason
1995:             1             24  org.apache.catalina.ContainerEvent
1996:             1             24  org.apache.catalina.core.ApplicationContextFacade
1997:             1             24  org.apache.catalina.core.StandardContext$ContextFilterMaps
1998:             1             24  org.apache.catalina.mapper.Mapper$ContextList
1999:             1             24  org.apache.catalina.mapper.Mapper$MappedContext
2000:             1             24  org.apache.catalina.mapper.Mapper$MappedWrapper
2001:             1             24  org.apache.catalina.webresources.TomcatURLStreamHandlerFactory
2002:             1             24  org.apache.coyote.AbstractProtocol$AsyncTimeout
2003:             1             24  org.apache.logging.log4j.spi.LoggerRegistry
2004:             1             24  org.apache.naming.StringManager
2005:             1             24  org.apache.tomcat.util.descriptor.web.ErrorPage
2006:             1             24  org.apache.tomcat.util.net.NioBlockingSelector
2007:             1             24  org.apache.tomcat.util.net.NioEndpoint$Acceptor
2008:             1             24  org.apache.tomcat.websocket.WsExtension
2009:             1             24  org.hibernate.validator.internal.engine.MethodValidationConfiguration
2010:             1             24  org.hibernate.validator.internal.engine.valueextraction.ValueExtractorManager
2011:             1             24  org.hibernate.validator.internal.metadata.provider.ProgrammaticMetaDataProvider
2012:             1             24  org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$Option
2013:             1             24  org.slf4j.helpers.SubstituteLoggerFactory
2014:             1             24  org.slf4j.impl.StaticLoggerBinder
2015:             1             24  org.springframework.aop.framework.JdkDynamicAopProxy
2016:             1             24  org.springframework.aop.support.DefaultPointcutAdvisor
2017:             1             24  org.springframework.aop.support.annotation.AnnotationClassFilter
2018:             1             24  org.springframework.aop.support.annotation.AnnotationMatchingPointcut
2019:             1             24  org.springframework.aop.target.EmptyTargetSource
2020:             1             24  org.springframework.beans.AbstractNestablePropertyAccessor$PropertyTokenHolder
2021:             1             24  org.springframework.beans.factory.annotation.InitDestroyAnnotationBeanPostProcessor$LifecycleElement
2022:             1             24  org.springframework.beans.factory.config.RuntimeBeanReference
2023:             1             24  org.springframework.beans.support.ResourceEditorRegistrar
2024:             1             24  org.springframework.boot.DefaultApplicationArguments
2025:             1             24  org.springframework.boot.SpringApplicationBannerPrinter$PrintedBanner
2026:             1             24  org.springframework.boot.SpringApplicationRunListeners
2027:             1             24  org.springframework.boot.autoconfigure.AutoConfigurationExcludeFilter
2028:             1             24  org.springframework.boot.autoconfigure.AutoConfigurationPackages$BasePackages
2029:             1             24  org.springframework.boot.autoconfigure.condition.BeanTypeRegistry
2030:             1             24  org.springframework.boot.autoconfigure.condition.ConditionMessage$Builder
2031:             1             24  org.springframework.boot.autoconfigure.condition.ConditionMessage$Style$1
2032:             1             24  org.springframework.boot.autoconfigure.condition.ConditionMessage$Style$2
2033:             1             24  org.springframework.boot.autoconfigure.condition.OnClassCondition$MatchType$1
2034:             1             24  org.springframework.boot.autoconfigure.condition.OnClassCondition$MatchType$2
2035:             1             24  org.springframework.boot.autoconfigure.diagnostics.analyzer.NoSuchBeanDefinitionFailureAnalyzer
2036:             1             24  org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$$EnhancerBySpringCGLIB$$d9e91175$$FastClassBySpringCGLIB$$fe9760d1
2037:             1             24  org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$$FastClassBySpringCGLIB$$ba15c54f
2038:             1             24  org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration$$EnhancerBySpringCGLIB$$cf6d815$$FastClassBySpringCGLIB$$cfda5cc1
2039:             1             24  org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration$$FastClassBySpringCGLIB$$a19557ef
2040:             1             24  org.springframework.boot.autoconfigure.http.JacksonHttpMessageConvertersConfiguration$MappingJackson2HttpMessageConverterConfiguration$$EnhancerBySpringCGLIB$$46ccd415$$FastClassBySpringCGLIB$$cd6bee00
2041:             1             24  org.springframework.boot.autoconfigure.http.JacksonHttpMessageConvertersConfiguration$MappingJackson2HttpMessageConverterConfiguration$$FastClassBySpringCGLIB$$cc27d3ef
2042:             1             24  org.springframework.boot.autoconfigure.http.codec.CodecsAutoConfiguration$JacksonCodecConfiguration$$EnhancerBySpringCGLIB$$278f612d$$FastClassBySpringCGLIB$$23ca6032
2043:             1             24  org.springframework.boot.autoconfigure.http.codec.CodecsAutoConfiguration$JacksonCodecConfiguration$$FastClassBySpringCGLIB$$b3c4d607
2044:             1             24  org.springframework.boot.autoconfigure.info.ProjectInfoAutoConfiguration$GitResourceAvailableCondition
2045:             1             24  org.springframework.boot.autoconfigure.info.ProjectInfoProperties
2046:             1             24  org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$$EnhancerBySpringCGLIB$$fd546301$$FastClassBySpringCGLIB$$95c96d19
2047:             1             24  org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$$FastClassBySpringCGLIB$$ee97f15b
2048:             1             24  org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$Jackson2ObjectMapperBuilderCustomizerConfiguration$$EnhancerBySpringCGLIB$$88ac6d7a$$FastClassBySpringCGLIB$$756c4d9f
2049:             1             24  org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$Jackson2ObjectMapperBuilderCustomizerConfiguration$$FastClassBySpringCGLIB$$a7cec5b4
2050:             1             24  org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$Jackson2ObjectMapperBuilderCustomizerConfiguration$StandardJackson2ObjectMapperBuilderCustomizer
2051:             1             24  org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration$$EnhancerBySpringCGLIB$$cd95878b$$FastClassBySpringCGLIB$$4fbb4d5a
2052:             1             24  org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration$$FastClassBySpringCGLIB$$28b34ea5
2053:             1             24  org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperConfiguration$$EnhancerBySpringCGLIB$$1b48c572$$FastClassBySpringCGLIB$$f1f137af
2054:             1             24  org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperConfiguration$$FastClassBySpringCGLIB$$596316ac
2055:             1             24  org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$ParameterNamesModuleConfiguration$$EnhancerBySpringCGLIB$$af77e4a8$$FastClassBySpringCGLIB$$3b4de342
2056:             1             24  org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$ParameterNamesModuleConfiguration$$FastClassBySpringCGLIB$$f1cb4522
2057:             1             24  org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLoggingListener
2058:             1             24  org.springframework.boot.autoconfigure.security.SecurityProperties
